id,conditions,item,slider_value,read_time,image_error
60f69be28c222,dap,19,100,[6395],False
60f69be28c222,grosse_unscharf,115,0,[5632],False
60f69be28c222,farbe_unscharf,73,0,[6510],False
60f69be28c222,dap,6,0,[4812],False
60f69be28c222,farbe_unscharf,86,0,[4864],False
60f69be28c222,dap,22,0,[4829],False
60f69be28c222,dap,5,0,[3093],False
60f69be28c222,farbe_unscharf,96,0,[5715],False
60f69be28c222,farbe_unscharf,70,0,[3217],False
60f69be28c222,farbe_scharf,134,0,[3811],False
60f69be28c222,farbe_scharf,150,0,[2886],False
60f69be28c222,grosse_scharf,32,0,[3381],False
60f69be28c222,dap,13,0,[5353],False
60f69be28c222,dap,12,0,[6887],False
60f69be28c222,farbe_unscharf,83,0,[2437],False
60f69be28c222,farbe_scharf,137,0,[7009],False
60f69be28c222,grosse_unscharf,105,0,[4161],False
60f69be28c222,dap,11,100,[2986],False
60f69be28c222,farbe_unscharf,67,0,[3626],False
60f69be28c222,grosse_scharf,54,0,[4939],False
60f69be28c222,dap,2,100,[12023],False
60f69be28c222,dap,21,0,[6352],False
60f69be28c222,dap,15,0,[2189],False
60f69be28c222,dap,23,0,[5200],False
60f69be28c222,dap,3,100,[28984],False
60f69be28c222,grosse_scharf,41,0,[29821],False
60f69be28c222,farbe_unscharf,80,0,[3060],False
60f69be28c222,dap,1,0,[2385],False
60f69be28c222,dap,17,100,[4401],False
60f69be28c222,dap,7,0,[2240],False
60f69be28c222,grosse_unscharf,99,0,[4647],False
60f69be28c222,grosse_scharf,25,0,[4208],False
60f69be28c222,dap,8,100,[3225],False
60f69be28c222,dap,14,0,[5470],False
60f69be28c222,dap,4,100,[8389],False
60f69be28c222,dap,10,0,[2398],False
60f69be28c222,dap,9,0,[5947],False
60f69be28c222,farbe_unscharf,64,0,[7301],False
60f69be28c222,farbe_scharf,163,0,[5011],False
60f69be28c222,farbe_scharf,160,0,[3268],False
60f69be28c222,farbe_scharf,147,0,[4110],False
60f749dcc468d,grosse_scharf,29,100,[15298],False
60f749dcc468d,dap,3,3,[8087],False
60f749dcc468d,dap,11,0,[7220],False
60f749dcc468d,grosse_unscharf,116,100,[12161],False
60f749dcc468d,grosse_unscharf,122,100,[6079],False
60f749dcc468d,dap,22,48,[16569],False
60f749dcc468d,dap,24,0,[9274],False
60f749dcc468d,dap,9,100,[9355],False
60f749dcc468d,grosse_unscharf,119,100,[5525],False
60f749dcc468d,dap,14,100,[4795],False
60f749dcc468d,farbe_unscharf,87,100,[6300],False
60f749dcc468d,grosse_unscharf,125,100,[5197],False
60f749dcc468d,grosse_unscharf,103,-1,[12918],False
60f749dcc468d,dap,4,0,[5592],False
60f749dcc468d,grosse_unscharf,106,100,[7753],False
60f749dcc468d,farbe_scharf,164,100,[5084],False
60f749dcc468d,farbe_scharf,141,100,[5783],False
60f749dcc468d,farbe_unscharf,93,100,[6463],False
60f749dcc468d,dap,5,100,[7374],False
60f749dcc468d,farbe_scharf,148,100,[13837],False
60f749dcc468d,farbe_scharf,135,100,[5390],False
60f749dcc468d,grosse_unscharf,100,100,[4012],False
60f749dcc468d,farbe_scharf,151,100,[4497],False
60f749dcc468d,dap,16,0,[5150],False
60f749dcc468d,farbe_unscharf,90,100,[4127],False
60f749dcc468d,farbe_unscharf,74,100,[10849],False
60f749dcc468d,dap,2,0,[15895],False
60f749dcc468d,farbe_scharf,138,100,[3611],False
60f749dcc468d,grosse_unscharf,132,100,[9559],False
60f749dcc468d,grosse_scharf,39,100,[9002],False
60f749dcc468d,grosse_unscharf,109,100,[4299],False
60f749dcc468d,grosse_scharf,36,100,[4050],False
60f749dcc468d,dap,19,0,[6415],False
60f749dcc468d,farbe_scharf,154,100,[6525],False
60f749dcc468d,dap,1,100,[4969],False
60f749dcc468d,dap,23,100,[7324],False
60f749dcc468d,farbe_unscharf,84,100,[3507],False
60f749dcc468d,farbe_scharf,157,100,[5364],False
60f749dcc468d,grosse_scharf,55,100,[4346],False
60f749dcc468d,farbe_scharf,167,100,[5454],False
60f749dcc468d,grosse_scharf,45,100,[5764],False
